Unnamed: 0,количество детей,трудовой стаж,возраст,образование,education_id,семейный статус,family_status_id,пол,тип занятости,уровень дохода,цель кредита,просрочки
18692,0,-2038.1321559381663,24,неоконченное высшее,2,Не женат / не замужем,4,M,госслужащий,157454.16037663294,ремонт жилью,0
18693,2,-4395.810261256187,31,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,84606.29099571396,покупка недвижимости,0
18694,2,-696.6459059697426,36,среднее,1,гражданский брак,1,F,сотрудник,180417.91908595865,сыграть свадьбу,0
18695,2,,45,среднее,1,гражданский брак,1,F,сотрудник,,операции с жильем,0
18696,0,-2767.613027515265,46,среднее,1,женат / замужем,0,F,сотрудник,141828.91539495613,покупка своего жилья,1
18697,0,-520.8480834953765,27,высшее,0,гражданский брак,1,F,предприниматель,499163.1449470857,на проведение свадьбы,0
18698,2,,35,среднее,1,в разводе,3,M,сотрудник,,операции с коммерческой недвижимостью,0
18699,0,368556.0103822829,34,среднее,1,гражданский брак,1,M,пенсионер,73720.44753118361,сыграть свадьбу,0
18700,0,-857.0123558450478,20,среднее,1,гражданский брак,1,F,сотрудник,77543.35268260575,жилье,0
18701,0,-10122.726728026735,55,среднее,1,женат / замужем,0,F,компаньон,100524.44258435557,сделка с автомобилем,0
18702,0,-814.3617166131774,25,высшее,0,Не женат / не замужем,4,F,сотрудник,103571.06894011644,операции с коммерческой недвижимостью,0
18703,0,-1181.985938921675,33,начальное,3,женат / замужем,0,F,компаньон,78892.0909047972,операции со своей недвижимостью,1
18704,1,-751.7568714589775,32,высшее,0,женат / замужем,0,M,компаньон,324807.55216892005,операции с недвижимостью,0
18705,0,375560.0472003722,53,высшее,0,женат / замужем,0,F,пенсионер,74672.67999216936,получение высшего образования,0
18706,0,-318.0477921467399,21,высшее,0,гражданский брак,1,F,компаньон,110327.28351833356,свадьба,0
18707,0,-5333.12281885294,37,среднее,1,Не женат / не замужем,4,M,сотрудник,236472.65741545203,операции с недвижимостью,0
18708,1,-341.3687886966384,27,высшее,0,женат / замужем,0,F,сотрудник,141277.25567431498,операции с недвижимостью,0
18709,0,346659.27837559854,49,среднее,1,женат / замужем,0,F,пенсионер,137326.33658288146,автомобиль,0
18710,0,,47,СРЕДНЕЕ,1,женат / замужем,0,M,компаньон,,операции с жильем,0
18711,0,-1097.106281254356,36,высшее,0,Не женат / не замужем,4,F,компаньон,546663.956946953,покупка недвижимости,0
18712,1,,40,среднее,1,женат / замужем,0,F,сотрудник,,строительство жилой недвижимости,0
18713,0,-2905.396438860326,32,высшее,0,гражданский брак,1,F,госслужащий,260472.7684628187,сыграть свадьбу,0
18714,0,-4835.8831569480935,50,среднее,1,женат / замужем,0,F,сотрудник,180211.1959069716,образование,0
18715,0,,41,среднее,1,женат / замужем,0,M,сотрудник,,покупка жилья для сдачи,0
18716,0,341543.31790492893,67,среднее,1,женат / замужем,0,F,пенсионер,53612.17754809327,ремонт жилью,0
18717,3,-448.46040363761136,27,среднее,1,женат / замужем,0,M,сотрудник,86420.69377697648,образование,0
18718,1,-455.5966234662778,43,среднее,1,женат / замужем,0,M,компаньон,162021.4873336777,заняться высшим образованием,0
18719,0,-2290.520038624554,38,среднее,1,Не женат / не замужем,4,F,госслужащий,137925.0410404203,строительство недвижимости,1
18720,0,-1824.4954978785363,23,неоконченное высшее,2,женат / замужем,0,M,сотрудник,113848.36176740356,операции с недвижимостью,0
18721,1,-3171.42437314368,34,среднее,1,гражданский брак,1,M,сотрудник,436662.5605628987,покупка жилья для сдачи,0
18722,0,-2984.976972933021,44,высшее,0,гражданский брак,1,F,сотрудник,161879.1476673624,сделка с подержанным автомобилем,0
18723,1,-695.2746121424351,30,Высшее,0,женат / замужем,0,F,компаньон,128030.15155746305,заняться образованием,0
18724,1,-1491.5980970579403,34,среднее,1,женат / замужем,0,M,сотрудник,116505.83417114952,операции с коммерческой недвижимостью,0
18725,1,-2483.577182781278,38,высшее,0,женат / замужем,0,F,госслужащий,60929.936309570585,покупка своего жилья,0
18726,1,-1411.3317774004806,33,среднее,1,женат / замужем,0,F,сотрудник,75970.51258468298,автомобиль,0
18727,0,-1098.4168051128045,61,высшее,0,женат / замужем,0,F,сотрудник,224723.4201844973,сделка с подержанным автомобилем,0
18728,0,346058.81651438767,60,высшее,0,женат / замужем,0,M,пенсионер,155950.39082793114,строительство жилой недвижимости,1
18729,0,-257.71754341527543,58,среднее,1,гражданский брак,1,F,сотрудник,160908.37142795394,покупка своего жилья,0
18730,0,-115.65569649477614,40,высшее,0,женат / замужем,0,F,компаньон,276112.08369143034,покупка коммерческой недвижимости,0
18731,0,,60,среднее,1,женат / замужем,0,M,сотрудник,,заняться образованием,0
18732,2,-986.789229581294,0,высшее,0,гражданский брак,1,F,компаньон,287328.5383278073,образование,0
18733,0,-968.3736623619924,25,высшее,0,гражданский брак,1,F,компаньон,132221.57230108633,покупка жилой недвижимости,0
18734,1,-2394.089579889036,48,среднее,1,женат / замужем,0,F,сотрудник,90452.7263918195,на покупку своего автомобиля,0
18735,0,365927.93594098405,65,среднее,1,в разводе,3,F,пенсионер,147842.7718087775,ремонт жилью,1
18736,0,372596.2769778443,59,среднее,1,женат / замужем,0,F,пенсионер,66029.95487549485,покупка коммерческой недвижимости,0
18737,0,-6358.340914371778,48,среднее,1,вдовец / вдова,2,F,сотрудник,95606.80531133304,покупка коммерческой недвижимости,0
18738,0,-164.39358353362078,49,среднее,1,гражданский брак,1,F,сотрудник,243056.9216145423,сыграть свадьбу,0
18739,0,,62,неоконченное высшее,2,гражданский брак,1,M,компаньон,,сыграть свадьбу,0
18740,2,-1626.3358535293946,47,высшее,0,женат / замужем,0,F,сотрудник,135761.91710254792,сделка с автомобилем,0
18741,1,,33,среднее,1,женат / замужем,0,F,сотрудник,,ремонт жилью,1
18742,0,-2761.4341862093797,32,высшее,0,гражданский брак,1,F,компаньон,471008.5165567714,сыграть свадьбу,0
18743,0,371525.02530032775,53,среднее,1,женат / замужем,0,F,пенсионер,104933.45363575035,покупка недвижимости,0
18744,1,-1089.6865343049203,40,среднее,1,женат / замужем,0,F,сотрудник,117319.16704535508,заняться образованием,0
18745,0,-1216.1709675961454,49,неоконченное высшее,2,гражданский брак,1,M,сотрудник,302541.3418701682,свадьба,0
18746,0,-1016.5533852648904,28,высшее,0,в разводе,3,F,сотрудник,96469.47114341531,покупка жилой недвижимости,0
18747,2,-1223.4723831777922,34,высшее,0,гражданский брак,1,F,компаньон,67713.13684383617,покупка жилья для семьи,0
18748,1,-5455.539837384783,42,среднее,1,гражданский брак,1,M,компаньон,159891.05734925528,свой автомобиль,0
18749,0,379788.45956821257,57,среднее,1,женат / замужем,0,F,пенсионер,102893.18720608996,автомобиль,0
18750,0,-247.4050243622852,28,среднее,1,гражданский брак,1,M,компаньон,147207.87061230667,свадьба,0
18751,0,,41,среднее,1,в разводе,3,F,сотрудник,,на покупку автомобиля,0
18752,0,-1527.1964212597131,30,неоконченное высшее,2,Не женат / не замужем,4,F,сотрудник,174911.4857399662,покупка жилья для семьи,0
18753,0,-781.6703433242567,44,высшее,0,в разводе,3,F,компаньон,278863.9334090455,на покупку своего автомобиля,0
18754,0,360677.59589780256,57,Среднее,1,вдовец / вдова,2,F,пенсионер,134631.08767052952,строительство жилой недвижимости,0
18755,0,,58,среднее,1,женат / замужем,0,F,пенсионер,,заняться образованием,0
18756,20,-2334.6901161922037,51,среднее,1,женат / замужем,0,F,сотрудник,224637.81756155376,автомобиль,0
18757,1,,32,высшее,0,в разводе,3,F,компаньон,,дополнительное образование,0
18758,0,-955.8127965965456,30,высшее,0,женат / замужем,0,F,сотрудник,148733.63410186663,заняться высшим образованием,0
18759,0,-3804.6363187779657,41,среднее,1,гражданский брак,1,M,сотрудник,194333.8782709165,получение образования,0
18760,0,-343.77298817712267,59,среднее,1,женат / замужем,0,F,сотрудник,47660.328632307566,покупка недвижимости,0
18761,1,-2842.2614883914484,28,высшее,0,женат / замужем,0,M,сотрудник,128782.772363075,покупка своего жилья,0
18762,0,369428.180859348,45,среднее,1,женат / замужем,0,F,пенсионер,223368.00353354952,автомобили,0
18763,0,,31,среднее,1,женат / замужем,0,F,сотрудник,,автомобиль,0
18764,0,-1522.8366526267205,51,неоконченное высшее,2,женат / замужем,0,F,компаньон,394009.9933905496,получение дополнительного образования,0
18765,0,-591.5672472269027,65,среднее,1,гражданский брак,1,M,госслужащий,76604.06334253412,свадьба,1
18766,2,-1019.6047726578452,43,высшее,0,женат / замужем,0,M,компаньон,1092608.2025471018,строительство недвижимости,0
18767,1,-4692.151702318366,29,среднее,1,женат / замужем,0,M,сотрудник,232733.3156327936,высшее образование,0
18768,0,365467.3950735858,63,среднее,1,женат / замужем,0,F,пенсионер,190785.32944607505,приобретение автомобиля,0
18769,0,381367.67909818375,52,высшее,0,женат / замужем,0,F,пенсионер,51835.658964670976,покупка жилья для семьи,0
18770,2,-2446.7138255580303,39,среднее,1,в разводе,3,M,сотрудник,130816.2169110798,жилье,0
18771,0,-1815.0779941403343,27,среднее,1,Не женат / не замужем,4,F,сотрудник,63008.48685602487,покупка своего жилья,0
18772,0,,55,среднее,1,вдовец / вдова,2,F,пенсионер,,сделка с автомобилем,0
18773,1,-2347.886432727724,35,высшее,0,женат / замужем,0,F,компаньон,115011.69970611596,на покупку своего автомобиля,0
18774,0,360264.9853503818,62,НАЧАЛЬНОЕ,3,гражданский брак,1,F,пенсионер,47261.307341772685,сыграть свадьбу,0
18775,1,-330.2013683039912,25,Среднее,1,гражданский брак,1,F,сотрудник,172040.7327271101,покупка жилой недвижимости,1
18776,0,-1298.112761147372,52,среднее,1,женат / замужем,0,F,компаньон,163814.71705541044,покупка недвижимости,0
18777,0,357627.9952363306,66,высшее,0,женат / замужем,0,M,пенсионер,98186.20138038072,покупка жилья,0
18778,0,347000.7673395244,69,среднее,1,женат / замужем,0,M,пенсионер,172547.67783316175,операции с жильем,0
18779,0,-2241.40998486933,57,среднее,1,женат / замужем,0,M,сотрудник,186618.11080364804,высшее образование,0
18780,3,-234.98542969903863,33,высшее,0,женат / замужем,0,F,компаньон,121638.32309931178,строительство собственной недвижимости,0
18781,0,-2268.929866935106,24,высшее,0,Не женат / не замужем,4,M,госслужащий,153859.65243564124,строительство собственной недвижимости,0
18782,0,-1648.0790154624308,57,среднее,1,гражданский брак,1,M,сотрудник,75231.21244238464,высшее образование,0
18783,2,-621.9867081104686,46,высшее,0,женат / замужем,0,M,сотрудник,174512.16930209362,операции с жильем,0
18784,0,-1693.5724236142746,43,среднее,1,женат / замужем,0,F,сотрудник,162962.12768906172,операции с коммерческой недвижимостью,0
18785,0,-701.6227823640221,39,среднее,1,женат / замужем,0,F,сотрудник,93879.81399424768,покупка своего жилья,0
18786,0,335948.4730021033,64,среднее,1,женат / замужем,0,F,пенсионер,71063.87261267923,профильное образование,0
18787,1,-1718.4565939445606,31,среднее,1,женат / замужем,0,F,сотрудник,223903.0976226265,сделка с подержанным автомобилем,0
18788,1,-5223.958087637348,36,среднее,1,женат / замужем,0,F,компаньон,104893.5188981974,сделка с подержанным автомобилем,1
18789,3,-4251.702738197246,26,высшее,0,женат / замужем,0,F,госслужащий,216136.65095704183,дополнительное образование,0
18790,0,-3316.5345032287914,46,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,130476.5970125464,получение высшего образования,0
18791,0,-1611.056758362978,56,высшее,0,женат / замужем,0,F,компаньон,411952.5856140271,покупка коммерческой недвижимости,0
18792,1,-879.4778948573744,34,среднее,1,женат / замужем,0,F,госслужащий,44484.36490540382,на покупку подержанного автомобиля,0
18793,0,-687.0311116629034,56,среднее,1,гражданский брак,1,F,сотрудник,234852.7855830317,сыграть свадьбу,0
18794,0,-549.8506481768334,62,среднее,1,вдовец / вдова,2,F,госслужащий,120441.3434462718,покупка недвижимости,0
18795,0,-1103.1438928936834,28,высшее,0,гражданский брак,1,F,сотрудник,251981.9204511589,покупка коммерческой недвижимости,0
18796,0,-6151.958617181599,35,высшее,0,женат / замужем,0,F,компаньон,168095.39368773153,операции с жильем,0
18797,0,-3884.316373613355,41,СРЕДНЕЕ,1,гражданский брак,1,F,сотрудник,136743.26750282364,свадьба,0
18798,0,-1070.4386543839194,55,среднее,1,женат / замужем,0,F,госслужащий,203736.5840913964,покупка жилья,0
18799,0,373957.10153925983,49,среднее,1,Не женат / не замужем,4,M,пенсионер,112643.85068364424,строительство жилой недвижимости,0
18800,0,-603.3650391848744,23,среднее,1,женат / замужем,0,F,сотрудник,101185.85603246107,сделка с автомобилем,1
18801,0,-1475.9506925451333,24,высшее,0,гражданский брак,1,F,сотрудник,256492.44941400204,покупка жилья для сдачи,0
18802,0,372466.9738477552,66,среднее,1,женат / замужем,0,M,пенсионер,56839.70509578026,покупка жилой недвижимости,0
18803,0,-636.6261406616068,23,среднее,1,Не женат / не замужем,4,M,сотрудник,92050.09435663615,высшее образование,0
18804,1,-1608.2174684310944,36,среднее,1,Не женат / не замужем,4,F,сотрудник,64205.67170711345,операции со своей недвижимостью,0
18805,0,-1959.556497607566,34,среднее,1,гражданский брак,1,M,сотрудник,91294.99060108044,операции с жильем,0
18806,1,382095.7179521609,56,среднее,1,вдовец / вдова,2,M,пенсионер,162376.69702902532,операции со своей недвижимостью,1
18807,0,356161.20911223633,55,среднее,1,женат / замужем,0,F,пенсионер,153731.122187461,операции с жильем,0
18808,0,-1018.0211221475154,49,среднее,1,женат / замужем,0,M,сотрудник,206087.05130366623,дополнительное образование,0
18809,0,-905.3992344408034,23,высшее,0,Не женат / не замужем,4,F,сотрудник,130399.24102588557,строительство жилой недвижимости,0
18810,0,-8163.946606422114,54,среднее,1,в разводе,3,F,сотрудник,241253.51111086505,покупка жилья для сдачи,0
18811,0,388441.2752466894,53,среднее,1,женат / замужем,0,F,пенсионер,151420.32453719768,заняться образованием,0
18812,0,-1457.0063843192208,52,среднее,1,женат / замужем,0,F,сотрудник,482612.9347782557,покупка жилой недвижимости,0
18813,0,-1798.667806082962,26,среднее,1,женат / замужем,0,F,компаньон,112676.08987748592,операции с недвижимостью,0
18814,1,-7152.92598438644,45,высшее,0,женат / замужем,0,F,госслужащий,195911.71463715463,покупка коммерческой недвижимости,0
18815,1,-2711.200760707913,29,среднее,1,гражданский брак,1,F,компаньон,127712.48302042068,на покупку подержанного автомобиля,0
18816,1,-367.8595899845976,51,среднее,1,женат / замужем,0,M,сотрудник,68610.2451682125,строительство собственной недвижимости,0
18817,0,-818.4047935313448,46,среднее,1,Не женат / не замужем,4,M,сотрудник,135621.71753289015,покупка жилья,0
18818,0,,61,НЕОКОНЧЕННОЕ ВЫСШЕЕ,2,женат / замужем,0,F,сотрудник,,операции с жильем,0
18819,0,,28,среднее,1,женат / замужем,0,M,сотрудник,,сделка с автомобилем,1
18820,0,-696.7273603595889,37,высшее,0,в разводе,3,F,компаньон,102715.59456072008,покупка жилой недвижимости,0
18821,0,-1606.5531987722156,25,среднее,1,Не женат / не замужем,4,M,компаньон,217916.60123054,получение образования,0
18822,2,-956.2947209172376,35,среднее,1,женат / замужем,0,M,сотрудник,258341.32193060103,заняться высшим образованием,0
18823,1,,23,высшее,0,женат / замужем,0,F,сотрудник,,ремонт жилью,0
18824,0,,48,среднее,1,в разводе,3,F,сотрудник,,на покупку своего автомобиля,0
18825,0,-331.8764148056888,43,высшее,0,женат / замужем,0,F,компаньон,386660.7619512325,операции с коммерческой недвижимостью,0
18826,0,339301.5588825401,63,среднее,1,Не женат / не замужем,4,F,пенсионер,175376.03996644606,получение высшего образования,0
18827,0,355726.6103152089,55,среднее,1,вдовец / вдова,2,F,пенсионер,205177.49058374143,строительство недвижимости,0
18828,0,,25,среднее,1,женат / замужем,0,M,сотрудник,,приобретение автомобиля,0
18829,0,393298.380985794,56,среднее,1,женат / замужем,0,F,пенсионер,126554.24602282955,недвижимость,0
18830,0,-506.8907767629726,25,высшее,0,женат / замужем,0,F,компаньон,147261.4447559732,автомобиль,0
18831,1,-1208.366202756511,39,среднее,1,женат / замужем,0,F,сотрудник,128380.08956775734,высшее образование,0
18832,2,-627.085747002759,28,среднее,1,гражданский брак,1,F,сотрудник,75700.22081919729,недвижимость,0
18833,2,-635.2184127040878,43,высшее,0,женат / замужем,0,F,компаньон,101078.94185642322,покупка жилой недвижимости,0
18834,1,-1012.0399845490014,36,высшее,0,женат / замужем,0,F,компаньон,222427.6259095705,операции с жильем,0
18835,0,-770.7953371261781,45,среднее,1,гражданский брак,1,M,сотрудник,147126.96887255955,заняться образованием,0
18836,2,-3341.986289401057,36,среднее,1,женат / замужем,0,M,сотрудник,130150.239449597,получение дополнительного образования,0
18837,0,-1666.817098212829,38,среднее,1,женат / замужем,0,M,сотрудник,102816.42666600876,покупка недвижимости,0
18838,0,-1607.3837237360433,24,среднее,1,женат / замужем,0,F,сотрудник,190564.7813444091,покупка своего жилья,0
18839,0,-832.3925287207868,38,среднее,1,вдовец / вдова,2,M,сотрудник,205931.42439753827,операции с коммерческой недвижимостью,0
18840,1,-6246.208918271102,35,среднее,1,Не женат / не замужем,4,F,компаньон,222433.6387808993,образование,0
18841,0,392170.5236043767,59,среднее,1,женат / замужем,0,F,пенсионер,140348.0326322132,автомобили,0
18842,1,-1024.8225577707076,34,среднее,1,гражданский брак,1,F,сотрудник,113574.70257876533,сыграть свадьбу,0
18843,2,-1103.5711107082263,37,высшее,0,женат / замужем,0,F,сотрудник,200523.35599437717,сделка с автомобилем,0
18844,0,340673.1266921403,56,среднее,1,женат / замужем,0,F,пенсионер,110010.81183194667,операции с недвижимостью,0
18845,0,-1645.1693626628664,48,среднее,1,женат / замужем,0,F,сотрудник,119849.25781468784,сделка с подержанным автомобилем,0
18846,0,-1835.480847881752,64,начальное,3,гражданский брак,1,M,сотрудник,79960.217846175,сыграть свадьбу,0
18847,1,-1544.7612574000766,46,высшее,0,в разводе,3,F,компаньон,128039.30383341954,образование,0
18848,1,-619.4168962334487,41,высшее,0,женат / замужем,0,F,сотрудник,158541.5646578612,автомобиль,0
18849,0,387524.9853922717,57,среднее,1,женат / замужем,0,F,пенсионер,73566.76103828564,получение образования,0
18850,1,-4384.186746212191,36,среднее,1,женат / замужем,0,M,госслужащий,181982.7944400332,автомобиль,0
18851,0,-10637.001568924656,0,среднее,1,женат / замужем,0,F,госслужащий,136537.13262496062,дополнительное образование,0
18852,0,,26,начальное,3,Не женат / не замужем,4,M,сотрудник,,покупка жилья,0
18853,1,-3901.704097952944,33,Среднее,1,женат / замужем,0,F,компаньон,172280.58171182536,на покупку автомобиля,0
18854,0,,49,среднее,1,женат / замужем,0,F,сотрудник,,строительство собственной недвижимости,0
18855,0,-4955.437081972906,46,среднее,1,женат / замужем,0,F,сотрудник,85731.34719679548,дополнительное образование,0
18856,0,-3641.715309529781,49,среднее,1,гражданский брак,1,F,сотрудник,82857.97914670754,покупка коммерческой недвижимости,0
18857,1,399155.68482068414,56,высшее,0,гражданский брак,1,F,пенсионер,113708.00660016936,на проведение свадьбы,0
18858,3,-2881.1497911694537,31,среднее,1,женат / замужем,0,F,сотрудник,45882.9634002532,свой автомобиль,0
18859,0,,58,среднее,1,вдовец / вдова,2,F,сотрудник,,строительство собственной недвижимости,0
18860,2,-396.94689520180015,31,высшее,0,женат / замужем,0,F,сотрудник,136398.6144892307,на покупку своего автомобиля,0
18861,0,-6342.672400306734,53,среднее,1,гражданский брак,1,F,госслужащий,114801.69926036244,на проведение свадьбы,0
18862,1,-2025.3581544308151,28,среднее,1,женат / замужем,0,F,сотрудник,70947.01189055563,ремонт жилью,0
18863,0,-8458.162717923375,39,среднее,1,женат / замужем,0,F,компаньон,206126.810527994,покупка жилой недвижимости,0
18864,1,-6083.9868950757145,55,среднее,1,женат / замужем,0,F,сотрудник,202080.000208634,строительство недвижимости,0
18865,0,374076.3126892917,53,среднее,1,Не женат / не замужем,4,F,пенсионер,106307.59387878363,на покупку подержанного автомобиля,0
18866,0,377209.0087591487,36,начальное,3,Не женат / не замужем,4,M,пенсионер,88367.91386910297,операции с коммерческой недвижимостью,0
18867,0,-1677.4764942528284,48,среднее,1,женат / замужем,0,F,компаньон,154080.89835547114,строительство собственной недвижимости,0
18868,0,-2860.181826533587,47,среднее,1,женат / замужем,0,F,сотрудник,186215.53580234147,покупка жилой недвижимости,0
18869,0,-951.5902102162172,32,среднее,1,женат / замужем,0,F,сотрудник,36270.441954933405,покупка коммерческой недвижимости,1
18870,0,-611.8715146657165,23,среднее,1,женат / замужем,0,F,сотрудник,98731.87706427288,покупка жилья для семьи,0
18871,0,-957.9606316531368,56,среднее,1,женат / замужем,0,F,сотрудник,50521.67180536439,покупка коммерческой недвижимости,0
18872,0,-2252.554468979129,51,среднее,1,Не женат / не замужем,4,F,компаньон,144902.6455570521,получение высшего образования,0
18873,2,-1233.3847240452455,27,Среднее,1,женат / замужем,0,M,сотрудник,109571.59840430676,получение образования,0
18874,0,-3788.909855858211,27,неоконченное высшее,2,женат / замужем,0,F,госслужащий,157697.70792073075,получение высшего образования,0
18875,1,-4376.780550977522,55,среднее,1,женат / замужем,0,M,компаньон,268405.6700213841,сделка с автомобилем,0
18876,0,379471.79111915966,58,среднее,1,гражданский брак,1,F,пенсионер,241689.5548790927,недвижимость,0
18877,0,-410.97886356279145,53,среднее,1,в разводе,3,F,сотрудник,125565.85393320372,жилье,0
18878,1,-498.646831431446,24,среднее,1,Не женат / не замужем,4,F,сотрудник,64269.854793126746,высшее образование,0
18879,0,-2598.630201373066,28,среднее,1,женат / замужем,0,F,сотрудник,477983.6338513779,образование,0
18880,0,-58.27648071486708,52,среднее,1,женат / замужем,0,F,сотрудник,92483.57915205733,строительство недвижимости,0
18881,0,-340.0956550499984,38,СРЕДНЕЕ,1,гражданский брак,1,F,сотрудник,65834.72864322987,получение высшего образования,0
18882,0,-1132.419109311896,40,Среднее,1,женат / замужем,0,M,сотрудник,219429.4259045656,покупка жилья,0
18883,0,-303.94252037927345,49,среднее,1,женат / замужем,0,F,сотрудник,245904.2276410733,строительство собственной недвижимости,0
18884,1,-347.0906940883769,32,высшее,0,женат / замужем,0,F,компаньон,369753.8924006482,ремонт жилью,0
18885,1,-683.8259228175202,35,среднее,1,женат / замужем,0,M,сотрудник,156145.37196338596,свой автомобиль,0
18886,0,333840.9129170591,61,среднее,1,гражданский брак,1,F,пенсионер,140827.26375498954,свой автомобиль,0
18887,2,-188.7378021863528,40,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,43410.13578881951,жилье,1
18888,0,-175.32046728358205,38,среднее,1,женат / замужем,0,F,сотрудник,252368.6580945928,получение дополнительного образования,0
18889,1,-1625.8844994324234,41,среднее,1,в разводе,3,F,сотрудник,86855.00618361888,покупка коммерческой недвижимости,0
18890,20,-904.2592925242012,37,среднее,1,женат / замужем,0,F,компаньон,212811.56858537943,на покупку подержанного автомобиля,1
18891,2,-1095.0567093363984,31,высшее,0,женат / замужем,0,F,компаньон,196310.1124507545,покупка жилья,0
18892,0,-5564.205698128506,49,среднее,1,гражданский брак,1,F,сотрудник,223338.71574455235,автомобиль,0
18893,1,-2468.855596378883,34,высшее,0,гражданский брак,1,F,компаньон,267887.4651487268,операции с недвижимостью,0
18894,0,-2051.4658510355653,22,среднее,1,Не женат / не замужем,4,M,сотрудник,55134.955620080975,ремонт жилью,0
18895,0,-3030.3583391678303,48,среднее,1,женат / замужем,0,F,сотрудник,112653.3431671784,получение дополнительного образования,0
18896,0,-480.9721289182272,35,среднее,1,гражданский брак,1,F,сотрудник,286430.3649562098,получение высшего образования,0
18897,0,400427.2343860835,60,высшее,0,женат / замужем,0,M,пенсионер,421689.4742829632,ремонт жилью,0
18898,0,-255.455137126419,26,высшее,0,Не женат / не замужем,4,M,сотрудник,78408.89167021374,на покупку своего автомобиля,0
18899,0,332433.0298057697,53,среднее,1,Не женат / не замужем,4,F,пенсионер,141375.43087744786,строительство недвижимости,0
18900,0,354123.064328066,70,среднее,1,женат / замужем,0,F,пенсионер,98527.31987472392,строительство недвижимости,0
18901,0,-837.0122660107588,33,среднее,1,гражданский брак,1,M,компаньон,187278.75210698755,на проведение свадьбы,0
18902,0,-207.97537053028455,31,высшее,0,Не женат / не замужем,4,M,компаньон,230738.10534979543,покупка жилой недвижимости,1
18903,0,-3434.7768867600407,42,среднее,1,гражданский брак,1,F,компаньон,91402.86432868738,свадьба,0
18904,0,-4919.516591989889,57,среднее,1,Не женат / не замужем,4,F,сотрудник,322144.2709200677,недвижимость,0
18905,0,-1069.3707220547017,23,среднее,1,Не женат / не замужем,4,M,компаньон,109230.24708756672,строительство жилой недвижимости,0
18906,0,-1571.6641759754834,44,среднее,1,женат / замужем,0,F,госслужащий,62400.06727295597,профильное образование,0
18907,1,-5359.875666780536,52,среднее,1,гражданский брак,1,F,госслужащий,83504.96803942481,операции с коммерческой недвижимостью,0
18908,0,-3679.446677887305,40,высшее,0,женат / замужем,0,F,компаньон,162563.1329347236,ремонт жилью,0
18909,0,360652.1799045602,66,среднее,1,женат / замужем,0,F,пенсионер,66387.00873731766,операции с жильем,0
18910,0,398599.1424724869,60,среднее,1,вдовец / вдова,2,F,пенсионер,189877.0559091268,операции с недвижимостью,0
18911,0,390921.6740117832,63,среднее,1,вдовец / вдова,2,F,пенсионер,93768.81926462232,сделка с автомобилем,0
18912,0,340654.71761351486,63,среднее,1,Не женат / не замужем,4,F,пенсионер,367145.0147728449,ремонт жилью,0
18913,0,-162.72750863659994,41,среднее,1,гражданский брак,1,F,компаньон,105231.39755008485,покупка жилья для семьи,0
18914,0,-2572.464187850395,41,высшее,0,гражданский брак,1,F,компаньон,368992.1830356278,на покупку подержанного автомобиля,0
18915,0,-1189.1255893908738,58,среднее,1,гражданский брак,1,F,сотрудник,124835.98940187074,получение дополнительного образования,0
18916,0,349010.53904123127,61,среднее,1,женат / замужем,0,F,пенсионер,100721.879657685,высшее образование,0
18917,0,-1159.1709276423203,31,неоконченное высшее,2,женат / замужем,0,M,компаньон,178733.07221834734,операции с жильем,0
18918,4,-3987.120244894182,33,высшее,0,женат / замужем,0,F,сотрудник,162986.45297344218,строительство жилой недвижимости,0
18919,2,-89.85635321923651,32,среднее,1,Не женат / не замужем,4,F,сотрудник,181617.13108543388,покупка коммерческой недвижимости,1
18920,1,-413.701632372679,33,среднее,1,женат / замужем,0,F,сотрудник,327164.7486824824,профильное образование,0
18921,0,-6832.968757433444,41,среднее,1,женат / замужем,0,F,компаньон,101135.39536483836,покупка жилой недвижимости,0
18922,2,-664.8201336003748,35,среднее,1,в разводе,3,F,сотрудник,142861.23336026238,на покупку своего автомобиля,0
18923,0,-950.4961759241244,25,высшее,0,Не женат / не замужем,4,F,компаньон,276681.7858746973,строительство собственной недвижимости,0
18924,0,-1159.1343049058569,32,среднее,1,Не женат / не замужем,4,F,сотрудник,164175.28245251373,на покупку своего автомобиля,1
18925,0,-3441.486228665501,43,среднее,1,женат / замужем,0,M,сотрудник,79887.97718416473,заняться высшим образованием,0
18926,1,374323.83195274096,66,среднее,1,женат / замужем,0,M,пенсионер,94031.48817993538,покупка коммерческой недвижимости,0
18927,0,-5140.617134376115,50,среднее,1,женат / замужем,0,F,сотрудник,112707.82406664196,на покупку автомобиля,0
18928,1,-1868.909775822333,26,среднее,1,женат / замужем,0,M,сотрудник,260683.36017066683,автомобили,0
18929,0,331668.05092411296,51,высшее,0,женат / замужем,0,F,пенсионер,77255.81411461608,получение высшего образования,0
18930,2,-316.5002236543055,38,среднее,1,гражданский брак,1,M,сотрудник,163281.4429476435,свадьба,0
18931,1,-1179.7967730556672,21,ВЫСШЕЕ,0,женат / замужем,0,F,госслужащий,349229.4249518013,автомобиль,0
18932,0,352061.56953316345,71,СРЕДНЕЕ,1,женат / замужем,0,F,пенсионер,142107.68566654547,операции с жильем,0
